"/del_uav/KF_sigma/pos_cov/x_x","/del_uav/KF_sigma/pos_cov/x_y"
8.307,5e-05,
8.342,5e-05,
8.373,5e-05,
8.409,5e-05,
8.448,5e-05,
8.478,5e-05,
8.517,5e-05,
8.545,5e-05,
8.575,5e-05,
8.607,5e-05,
8.64,5e-05,
8.674,5e-05,
8.707,5e-05,
8.741,5e-05,
8.774,5e-05,
8.807,5e-05,
8.842,5e-05,
8.874,5e-05,
8.907,5e-05,
8.942,5e-05,
8.973,5e-05,
9.006,5e-05,
9.053,5e-05,
9.075,5e-05,
9.106,5e-05,
9.14,5e-05,
9.173,5e-05,
9.206,5e-05,
9.241,5e-05,
9.274,5e-05,
9.315,5e-05,
9.355,5e-05,
9.374,5e-05,
9.413,5e-05,
9.446,5e-05,
9.474,5e-05,
9.507,5e-05,
9.54,5e-05,
9.574,5e-05,
9.609,5e-05,
9.64,5e-05,
9.675,5e-05,
9.707,5e-05,
9.741,5e-05,
9.776,5e-05,
9.81,5e-05,
9.84,5e-05,
9.875,5e-05,
9.906,5e-05,
9.94,5e-05,
9.975,5e-05,
10.006,5e-05,
10.041,5e-05,
10.075,5e-05,
10.117,5e-05,
10.141,5e-05,
10.176,5e-05,
10.209,5e-05,
10.24,5e-05,
10.275,5e-05,
10.307,5e-05,
10.34,5e-05,
10.375,5e-05,
10.413,5e-05,
10.44,5e-05,
10.474,5e-05,
10.508,5e-05,
10.541,5e-05,
10.574,5e-05,
10.614,5e-05,
10.634,5e-05,
10.675,5e-05,
10.707,5e-05,
10.74,5e-05,
10.77,5e-05,
10.806,5e-05,
10.84,5e-05,
10.874,5e-05,
10.907,5e-05,
10.94,5e-05,
10.974,5e-05,
11.006,5e-05,
11.039,5e-05,
11.075,5e-05,
11.107,5e-05,
11.137,5e-05,
11.177,5e-05,
11.212,5e-05,
11.246,5e-05,
11.275,5e-05,
11.309,5e-05,
11.341,5e-05,
11.376,5e-05,
11.411,5e-05,
11.441,5e-05,
11.474,5e-05,
11.507,5e-05,
11.54,5e-05,
11.574,5e-05,
11.607,5e-05,
11.64,5e-05,
11.675,5e-05,
11.707,5e-05,
11.741,5e-05,
11.774,5e-05,
11.809,5e-05,
11.847,5e-05,
11.877,5e-05,
11.911,5e-05,
11.946,5e-05,
11.974,5e-05,
12.008,5e-05,
12.044,5e-05,
12.075,5e-05,
12.109,5e-05,
12.141,5e-05,
12.174,5e-05,
12.208,5e-05,
12.241,5e-05,
12.275,5e-05,
12.309,5e-05,
12.34,5e-05,
12.374,5e-05,
12.407,5e-05,
12.441,5e-05,
12.473,5e-05,
12.507,5e-05,
12.541,5e-05,
12.573,5e-05,
12.609,5e-05,
12.642,5e-05,
12.672,5e-05,
12.71,5e-05,
12.748,5e-05,
12.776,5e-05,
12.808,5e-05,
12.84,5e-05,
12.875,5e-05,
12.907,5e-05,
12.939,5e-05,
12.974,5e-05,
13.013,5e-05,
13.039,5e-05,
13.072,5e-05,
13.107,5e-05,
13.136,5e-05,
13.168,5e-05,
13.207,5e-05,
13.239,5e-05,
13.271,5e-05,
13.306,5e-05,
13.338,5e-05,
13.373,5e-05,
13.408,5e-05,
13.44,5e-05,
13.473,5e-05,
13.49,5e-05,
13.54,5e-05,
13.574,5e-05,
13.61,5e-05,
13.641,5e-05,
13.675,5e-05,
13.703,5e-05,
13.743,5e-05,
13.777,5e-05,
13.807,5e-05,
13.84,5e-05,
13.878,5e-05,
13.907,5e-05,
13.941,5e-05,
13.974,5e-05,
14.007,5e-05,
14.04,5e-05,
14.071,5e-05,
14.115,5e-05,
14.141,5e-05,
14.175,5e-05,
14.207,5e-05,
14.241,5e-05,
14.274,5e-05,
14.306,5e-05,
14.338,5e-05,
14.375,5e-05,
14.407,5e-05,
14.44,5e-05,
14.473,5e-05,
14.509,5e-05,
14.54,5e-05,
14.57,5e-05,
14.607,5e-05,
14.641,5e-05,
14.675,5e-05,
14.71,5e-05,
14.74,5e-05,
14.771,5e-05,
14.807,5e-05,
14.84,5e-05,
14.874,5e-05,
14.912,5e-05,
14.944,5e-05,
14.975,5e-05,
15.007,5e-05,
15.039,5e-05,
15.075,5e-05,
15.108,5e-05,
15.14,5e-05,
15.173,5e-05,
15.206,5e-05,
15.24,5e-05,
15.274,5e-05,
15.309,5e-05,
15.35,5e-05,
15.377,5e-05,
15.407,5e-05,
15.44,5e-05,
15.474,5e-05,
15.508,5e-05,
15.547,5e-05,
15.574,5e-05,
15.607,5e-05,
15.64,5e-05,
15.674,5e-05,
15.707,5e-05,
15.74,5e-05,
15.774,5e-05,
15.806,5e-05,
15.847,5e-05,
15.878,5e-05,
15.907,5e-05,
15.956,5e-05,
15.974,5e-05,
16.009,5e-05,
16.04,5e-05,
16.074,5e-05,
16.107,5e-05,
16.148,5e-05,
16.174,5e-05,
16.21,5e-05,
16.239,5e-05,
16.274,5e-05,
16.304,5e-05,
16.342,5e-05,
16.374,5e-05,
16.407,5e-05,
16.44,5e-05,
16.482,5e-05,
16.508,5e-05,
16.548,5e-05,
16.574,5e-05,
16.607,5e-05,
16.648,5e-05,
16.675,5e-05,
16.707,5e-05,
16.74,5e-05,
16.774,5e-05,
16.807,5e-05,
16.856,5e-05,
16.88,5e-05,
16.907,5e-05,
16.946,5e-05,
16.976,5e-05,
17.009,5e-05,
17.041,5e-05,
17.084,5e-05,
17.12,5e-05,
17.139,5e-05,
17.173,5e-05,
17.212,5e-05,
17.254,5e-05,
17.275,5e-05,
17.307,5e-05,
17.342,5e-05,
17.375,5e-05,
17.402,5e-05,
17.441,5e-05,
17.474,5e-05,
17.507,5e-05,
17.543,5e-05,
17.574,5e-05,
17.607,5e-05,
17.645,5e-05,
17.673,5e-05,
17.707,5e-05,
17.74,5e-05,
17.781,5e-05,
17.806,5e-05,
17.848,5e-05,
17.874,5e-05,
17.907,5e-05,
17.943,5e-05,
17.979,5e-05,
18.007,5e-05,
18.052,5e-05,
18.074,5e-05,
18.107,5e-05,
18.141,5e-05,
18.174,5e-05,
18.206,5e-05,
18.241,5e-05,
18.27,5e-05,
18.307,5e-05,
18.355,5e-05,
18.38,5e-05,
18.422,5e-05,
18.451,5e-05,
18.48,5e-05,
18.509,5e-05,
18.541,5e-05,
18.577,5e-05,
18.607,5e-05,
18.642,5e-05,
18.682,5e-05,
18.709,5e-05,
18.746,5e-05,
18.774,5e-05,
18.807,5e-05,
18.839,5e-05,
18.874,5e-05,
18.907,5e-05,
18.94,5e-05,
18.974,5e-05,
19.007,5e-05,
19.04,5e-05,
19.074,5e-05,
19.108,5e-05,
19.138,5e-05,
19.174,5e-05,
19.206,5e-05,
19.237,5e-05,
19.274,5e-05,
19.308,5e-05,
19.347,5e-05,
19.374,5e-05,
19.407,5e-05,
19.445,5e-05,
19.475,5e-05,
19.507,5e-05,
19.539,5e-05,
19.575,5e-05,
19.607,5e-05,
19.642,5e-05,
19.677,5e-05,
19.708,5e-05,
19.74,5e-05,
19.774,5e-05,
19.814,5e-05,
19.844,5e-05,
19.874,5e-05,
19.907,5e-05,
19.94,5e-05,
19.975,5e-05,
20.01,5e-05,
20.047,5e-05,
20.075,5e-05,
20.108,5e-05,
20.142,5e-05,
20.173,5e-05,
20.206,5e-05,
20.247,5e-05,
20.274,5e-05,
20.308,5e-05,
20.34,5e-05,
20.375,5e-05,
20.408,5e-05,
20.447,5e-05,
20.481,5e-05,
20.511,5e-05,
20.545,5e-05,
20.574,5e-05,
20.608,5e-05,
20.64,5e-05,
20.674,5e-05,
20.708,5e-05,
20.745,5e-05,
20.774,5e-05,
20.807,5e-05,
20.844,5e-05,
20.876,5e-05,
20.913,5e-05,
20.944,5e-05,
20.974,5e-05,
21.008,5e-05,
21.04,5e-05,
21.074,5e-05,
21.106,5e-05,
21.139,5e-05,
21.174,5e-05,
21.207,5e-05,
21.24,5e-05,
21.28,5e-05,
21.307,5e-05,
21.339,5e-05,
21.376,5e-05,
21.408,5e-05,
21.44,5e-05,
21.475,5e-05,
21.507,5e-05,
21.54,5e-05,
21.58,5e-05,
21.607,5e-05,
21.64,5e-05,
21.676,5e-05,
21.707,5e-05,
21.74,5e-05,
21.779,5e-05,
21.81,5e-05,
21.839,5e-05,
21.873,5e-05,
21.905,5e-05,
21.937,5e-05,
21.982,5e-05,
22.004,5e-05,
22.041,5e-05,
22.077,5e-05,
22.107,5e-05,
22.14,5e-05,
22.184,5e-05,
22.216,5e-05,
22.243,5e-05,
22.284,5e-05,
22.308,5e-05,
22.34,5e-05,
22.379,5e-05,
22.415,5e-05,
22.444,5e-05,
22.475,5e-05,
22.516,5e-05,
22.54,5e-05,
22.576,5e-05,
22.608,5e-05,
22.642,5e-05,
22.675,5e-05,
22.706,5e-05,
22.745,5e-05,
22.784,5e-05,
22.795,5e-05,
22.84,5e-05,
22.873,5e-05,
22.907,5e-05,
22.945,5e-05,
22.973,5e-05,
23.003,5e-05,
23.045,5e-05,
23.081,5e-05,
23.107,5e-05,
23.14,5e-05,
23.174,5e-05,
23.208,5e-05,
23.24,5e-05,
23.274,5e-05,
23.307,5e-05,
23.339,5e-05,
23.374,5e-05,
23.408,5e-05,
23.439,5e-05,
23.48,5e-05,
23.507,5e-05,
23.538,5e-05,
23.575,5e-05,
23.608,5e-05,
23.641,5e-05,
23.678,5e-05,
23.706,5e-05,
23.74,5e-05,
23.774,5e-05,
23.807,5e-05,
23.836,5e-05,
23.869,5e-05,
23.906,5e-05,
23.941,5e-05,
23.975,5e-05,
24.006,5e-05,
24.038,5e-05,
24.115,5e-05,
24.117,5e-05,
24.155,5e-05,
24.175,5e-05,
24.209,5e-05,
24.247,5e-05,
24.285,5e-05,
24.315,5e-05,
24.342,5e-05,
24.374,5e-05,
24.408,5e-05,
24.444,5e-05,
24.483,5e-05,
24.506,5e-05,
24.539,5e-05,
24.566,5e-05,
24.608,5e-05,
24.643,5e-05,
24.681,5e-05,
24.709,5e-05,
24.743,5e-05,
24.792,5e-05,
24.813,5e-05,
24.84,5e-05,
24.874,5e-05,
24.907,5e-05,
24.943,5e-05,
24.974,5e-05,
25.008,5e-05,
25.039,5e-05,
25.069,5e-05,
25.105,5e-05,
25.139,5e-05,
25.171,5e-05,
25.183,5e-05,
25.237,5e-05,
25.273,5e-05,
25.306,5e-05,
25.342,5e-05,
25.377,5e-05,
25.407,5e-05,
25.441,5e-05,
25.473,5e-05,
25.507,5e-05,
25.538,5e-05,
25.573,5e-05,
25.606,5e-05,
25.647,5e-05,
25.667,5e-05,
25.706,5e-05,
25.735,5e-05,
25.772,5e-05,
25.824,5e-05,
25.842,5e-05,
25.875,5e-05,
25.912,5e-05,
25.94,5e-05,
25.973,5e-05,
25.998,5e-05,
26.034,5e-05,
26.075,5e-05,
26.107,5e-05,
26.138,5e-05,
26.182,5e-05,
26.214,5e-05,
26.24,5e-05,
26.268,5e-05,
26.306,5e-05,
26.341,5e-05,
26.383,5e-05,
26.409,5e-05,
26.44,5e-05,
26.476,5e-05,
26.507,5e-05,
26.542,5e-05,
26.574,5e-05,
26.608,5e-05,
26.642,5e-05,
26.677,5e-05,
26.707,5e-05,
26.74,5e-05,
26.777,5e-05,
26.808,5e-05,
26.841,5e-05,
26.875,5e-05,
26.907,5e-05,
26.937,5e-05,
26.971,5e-05,
27.01,5e-05,
27.041,5e-05,
27.077,5e-05,
27.106,5e-05,
27.141,5e-05,
27.176,5e-05,
27.208,5e-05,
27.243,5e-05,
27.274,5e-05,
27.307,5e-05,
27.342,5e-05,
27.374,5e-05,
27.411,5e-05,
27.44,5e-05,
27.474,5e-05,
27.507,5e-05,
27.547,5e-05,
27.573,5e-05,
27.606,5e-05,
27.64,5e-05,
27.675,5e-05,
27.71,5e-05,
27.74,5e-05,
27.773,5e-05,
27.806,5e-05,
27.86,5e-05,
27.88,5e-05,
27.905,5e-05,
27.94,5e-05,
27.974,5e-05,
28.014,5e-05,
28.052,5e-05,
28.086,5e-05,
28.111,5e-05,
28.143,5e-05,
28.182,5e-05,
28.21,5e-05,
28.239,5e-05,
28.277,5e-05,
28.309,5e-05,
28.344,5e-05,
28.374,5e-05,
28.407,5e-05,
28.438,5e-05,
28.475,5e-05,
28.509,5e-05,
28.54,5e-05,
28.566,5e-05,
28.612,5e-05,
28.644,5e-05,
28.676,5e-05,
28.709,5e-05,
28.742,5e-05,
28.775,5e-05,
28.807,5e-05,
28.839,5e-05,
28.875,5e-05,
28.908,5e-05,
28.94,5e-05,
28.975,5e-05,
29.007,5e-05,
29.041,5e-05,
29.074,5e-05,
29.107,5e-05,
29.152,5e-05,
29.175,5e-05,
29.208,5e-05,
29.24,5e-05,
29.273,5e-05,
29.311,5e-05,
29.338,5e-05,
29.376,5e-05,
29.407,5e-05,
29.44,5e-05,
29.475,5e-05,
29.507,5e-05,
29.542,5e-05,
29.574,5e-05,
29.607,5e-05,
29.64,5e-05,
29.675,5e-05,
29.721,5e-05,
29.741,5e-05,
29.774,5e-05,
29.807,5e-05,
29.84,5e-05,
29.874,5e-05,
29.907,5e-05,
29.943,5e-05,
29.974,5e-05,
30.008,5e-05,
30.04,5e-05,
30.074,5e-05,
30.108,5e-05,
30.139,5e-05,
30.179,5e-05,
30.206,5e-05,
30.237,5e-05,
30.274,5e-05,
30.308,5e-05,
30.342,5e-05,
30.375,5e-05,
30.408,5e-05,
30.448,5e-05,
30.477,5e-05,
30.506,5e-05,
30.545,5e-05,
30.577,5e-05,
30.621,5e-05,
30.642,5e-05,
30.676,5e-05,
30.707,5e-05,
30.741,5e-05,
30.774,5e-05,
30.807,5e-05,
30.84,5e-05,
30.874,5e-05,
30.907,5e-05,
30.945,5e-05,
30.976,5e-05,
31.004,5e-05,
31.041,5e-05,
31.074,5e-05,
31.107,5e-05,
31.141,5e-05,
31.174,5e-05,
31.207,5e-05,
31.24,5e-05,
31.274,5e-05,
31.307,5e-05,
31.34,5e-05,
31.374,5e-05,
31.408,5e-05,
31.44,5e-05,
31.474,5e-05,
31.508,5e-05,
31.54,5e-05,
31.574,5e-05,
31.607,5e-05,
31.64,5e-05,
31.675,5e-05,
31.711,5e-05,
31.737,5e-05,
31.782,5e-05,
31.794,5e-05,
31.832,5e-05,
31.869,5e-05,
31.907,5e-05,
31.938,5e-05,
31.975,5e-05,
31.992,5e-05,
32.039,5e-05,
32.079,5e-05,
32.103,5e-05,
32.153,5e-05,
32.181,5e-05,
32.219,5e-05,
32.239,5e-05,
32.274,5e-05,
32.308,5e-05,
32.337,5e-05,
32.372,5e-05,
32.407,5e-05,
32.436,5e-05,
32.474,5e-05,
32.501,5e-05,
32.54,5e-05,
32.575,5e-05,
32.591,5e-05,
32.636,5e-05,
32.674,5e-05,
32.697,5e-05,
32.74,5e-05,
32.771,5e-05,
32.81,5e-05,
32.845,5e-05,
32.875,5e-05,
32.907,5e-05,
32.941,5e-05,
32.975,5e-05,
33.008,5e-05,
33.042,5e-05,
33.075,5e-05,
33.111,5e-05,
33.14,5e-05,
33.175,5e-05,
33.209,5e-05,
33.236,5e-05,
33.277,5e-05,
33.307,5e-05,
33.34,5e-05,
33.375,5e-05,
33.415,5e-05,
33.44,5e-05,
33.475,5e-05,
33.509,5e-05,
33.542,5e-05,
33.577,5e-05,
33.608,5e-05,
33.64,5e-05,
33.67,5e-05,
33.707,5e-05,
33.74,5e-05,
33.774,5e-05,
33.805,5e-05,
33.84,5e-05,
33.875,5e-05,
33.908,5e-05,
33.951,5e-05,
33.988,5e-05,
34.013,5e-05,
34.052,5e-05,
34.081,5e-05,
34.107,5e-05,
34.149,5e-05,
34.175,5e-05,
34.21,5e-05,
34.24,5e-05,
34.274,5e-05,
34.307,5e-05,
34.339,5e-05,
34.374,5e-05,
34.407,5e-05,
34.439,5e-05,
34.474,5e-05,
34.507,5e-05,
34.541,5e-05,
34.574,5e-05,
34.606,5e-05,
34.642,5e-05,
34.674,5e-05,
34.71,5e-05,
34.743,5e-05,
34.774,5e-05,
34.806,5e-05,
34.843,5e-05,
34.879,5e-05,
34.91,5e-05,
34.943,5e-05,
34.974,5e-05,
35.007,5e-05,
35.045,5e-05,
35.077,5e-05,
35.111,5e-05,
35.14,5e-05,
35.176,5e-05,
35.207,5e-05,
35.239,5e-05,
35.275,5e-05,
35.308,5e-05,
35.342,5e-05,
35.377,5e-05,
35.408,5e-05,
35.44,5e-05,
35.474,5e-05,
35.509,5e-05,
35.542,5e-05,
35.586,5e-05,
35.611,5e-05,
35.64,5e-05,
35.675,5e-05,
35.709,5e-05,
35.761,5e-05,
35.776,5e-05,
35.814,5e-05,
35.842,5e-05,
35.876,5e-05,
35.909,5e-05,
35.94,5e-05,
35.969,5e-05,
36.008,5e-05,
36.048,5e-05,
36.076,5e-05,
36.109,5e-05,
36.141,5e-05,
36.174,5e-05,
36.208,5e-05,
36.24,5e-05,
36.276,5e-05,
36.308,5e-05,
36.34,5e-05,
36.375,5e-05,
36.407,5e-05,
36.441,5e-05,
36.474,5e-05,
36.507,5e-05,
36.54,5e-05,
36.575,5e-05,
36.607,5e-05,
36.641,5e-05,
36.674,5e-05,
36.706,5e-05,
36.739,5e-05,
36.774,5e-05,
36.807,5e-05,
36.839,5e-05,
36.873,5e-05,
36.907,5e-05,
36.94,5e-05,
36.976,5e-05,
37.01,5e-05,
37.047,5e-05,
37.075,5e-05,
37.107,5e-05,
37.141,5e-05,
37.175,5e-05,
37.208,5e-05,
37.241,5e-05,
37.274,5e-05,
37.308,5e-05,
37.339,5e-05,
37.374,5e-05,
37.407,5e-05,
37.44,5e-05,
37.474,5e-05,
37.508,5e-05,
37.539,5e-05,
37.575,5e-05,
37.609,5e-05,
37.641,5e-05,
37.674,5e-05,
37.713,5e-05,
37.745,5e-05,
37.782,5e-05,
37.807,5e-05,
37.842,5e-05,
37.874,5e-05,
37.908,5e-05,
37.941,5e-05,
37.975,5e-05,
38.012,5e-05,
38.044,5e-05,
38.097,5e-05,
38.113,5e-05,
38.141,5e-05,
38.174,5e-05,
38.207,5e-05,
38.239,5e-05,
38.275,5e-05,
38.319,5e-05,
38.352,5e-05,
38.377,5e-05,
38.407,5e-05,
38.442,5e-05,
38.474,5e-05,
38.51,5e-05,
38.538,5e-05,
38.575,5e-05,
38.607,5e-05,
38.641,5e-05,
38.674,5e-05,
38.708,5e-05,
38.741,5e-05,
38.775,5e-05,
38.807,5e-05,
38.848,5e-05,
38.874,5e-05,
38.908,5e-05,
38.939,5e-05,
38.975,5e-05,
39.007,5e-05,
39.038,5e-05,
39.08,5e-05,
39.112,5e-05,
39.143,5e-05,
39.175,5e-05,
39.211,5e-05,
39.24,5e-05,
39.274,5e-05,
39.306,5e-05,
39.335,5e-05,
39.373,5e-05,
39.433,5e-05,
39.45,5e-05,
39.474,5e-05,
39.506,5e-05,
39.543,5e-05,
39.574,5e-05,
39.606,5e-05,
39.64,5e-05,
39.673,5e-05,
39.706,5e-05,
39.74,5e-05,
39.774,5e-05,
39.805,5e-05,
39.841,5e-05,
39.874,5e-05,
39.907,5e-05,
39.94,5e-05,
39.976,5e-05,
40.009,5e-05,
40.055,5e-05,
40.075,5e-05,
40.108,5e-05,
40.14,5e-05,
40.174,5e-05,
40.208,5e-05,
40.24,5e-05,
40.274,5e-05,
40.307,5e-05,
40.342,5e-05,
40.374,5e-05,
40.407,5e-05,
40.442,5e-05,
40.475,5e-05,
40.505,5e-05,
40.536,5e-05,
40.574,5e-05,
40.608,5e-05,
40.64,5e-05,
40.675,5e-05,
40.707,5e-05,
40.74,5e-05,
40.781,5e-05,
40.812,5e-05,
40.844,5e-05,
40.874,5e-05,
40.907,5e-05,
40.94,5e-05,
40.975,5e-05,
41.007,5e-05,
41.046,5e-05,
41.074,5e-05,
41.107,5e-05,
41.14,5e-05,
41.174,5e-05,
41.207,5e-05,
41.24,5e-05,
41.275,5e-05,
41.307,5e-05,
41.34,5e-05,
41.376,5e-05,
41.408,5e-05,
41.446,5e-05,
41.475,5e-05,
41.509,5e-05,
41.542,5e-05,
41.575,5e-05,
41.612,5e-05,
41.644,5e-05,
41.686,5e-05,
41.707,5e-05,
41.742,5e-05,
41.774,5e-05,
41.807,5e-05,
41.84,5e-05,
41.874,5e-05,
41.907,5e-05,
41.94,5e-05,
41.974,5e-05,
42.007,5e-05,
42.04,5e-05,
42.074,5e-05,
42.108,5e-05,
42.14,5e-05,
42.175,5e-05,
42.22,5e-05,
42.24,5e-05,
42.274,5e-05,
42.307,5e-05,
42.34,5e-05,
42.373,5e-05,
42.406,5e-05,
42.442,5e-05,
42.474,5e-05,
42.507,5e-05,
42.541,5e-05,
42.574,5e-05,
42.606,5e-05,
42.64,5e-05,
42.669,5e-05,
42.705,5e-05,
42.741,5e-05,
42.775,5e-05,
42.805,5e-05,
42.839,5e-05,
42.874,5e-05,
42.908,5e-05,
42.942,5e-05,
42.974,5e-05,
43.009,5e-05,
43.041,5e-05,
43.073,5e-05,
43.111,5e-05,
43.14,5e-05,
43.174,5e-05,
43.208,5e-05,
43.239,5e-05,
43.274,5e-05,
43.307,5e-05,
43.34,5e-05,
43.374,5e-05,
43.407,5e-05,
43.44,5e-05,
43.474,5e-05,
43.509,5e-05,
43.54,5e-05,
43.574,5e-05,
43.607,5e-05,
43.641,5e-05,
43.674,5e-05,
43.707,5e-05,
43.742,5e-05,
43.776,5e-05,
43.81,5e-05,
43.84,5e-05,
43.874,5e-05,
43.908,5e-05,
43.94,5e-05,
43.974,5e-05,
44.012,5e-05,
44.04,5e-05,
44.076,5e-05,
44.115,5e-05,
44.146,5e-05,
44.174,5e-05,
44.212,5e-05,
44.241,5e-05,
44.274,5e-05,
44.305,5e-05,
44.341,5e-05,
44.374,5e-05,
44.407,5e-05,
44.442,5e-05,
44.476,5e-05,
44.507,5e-05,
44.541,5e-05,
44.572,5e-05,
44.608,5e-05,
44.643,5e-05,
44.674,5e-05,
44.707,5e-05,
44.74,5e-05,
44.773,5e-05,
44.807,5e-05,
44.845,5e-05,
44.875,5e-05,
44.908,5e-05,
44.939,5e-05,
44.975,5e-05,
45.011,5e-05,
45.044,5e-05,
45.078,5e-05,
45.107,5e-05,
45.142,5e-05,
45.175,5e-05,
45.21,5e-05,
45.241,5e-05,
45.274,5e-05,
45.306,5e-05,
45.34,5e-05,
45.373,5e-05,
45.407,5e-05,
45.442,5e-05,
45.475,5e-05,
45.507,5e-05,
45.538,5e-05,
45.573,5e-05,
45.604,5e-05,
45.638,5e-05,
45.673,5e-05,
45.715,5e-05,
45.741,5e-05,
45.779,5e-05,
45.811,5e-05,
45.841,5e-05,
45.874,5e-05,
45.91,5e-05,
45.94,5e-05,
45.974,5e-05,
46.007,5e-05,
46.04,5e-05,
46.075,5e-05,
46.107,5e-05,
46.14,5e-05,
46.174,5e-05,
46.207,5e-05,
46.239,5e-05,
46.274,5e-05,
46.307,5e-05,
46.34,5e-05,
46.374,5e-05,
46.408,5e-05,
46.439,5e-05,
46.475,5e-05,
46.507,5e-05,
46.54,5e-05,
46.574,5e-05,
46.607,5e-05,
46.64,5e-05,
46.676,5e-05,
46.708,5e-05,
46.742,5e-05,
