"/del_uav/KF_sigma/pos_cov/x_x","/del_uav/KF_sigma/pos_cov/x_y"
7.473,9.512492197e-05,
7.506,9.512492197e-05,
7.54,9.512492197e-05,
7.572,9.512492197e-05,
7.608,9.512492197e-05,
7.642,9.512492197e-05,
7.673,9.512492197e-05,
7.703,9.512492197e-05,
7.742,9.512492197e-05,
7.773,9.512492197e-05,
7.807,9.512492197e-05,
7.84,9.512492197e-05,
7.874,9.512492197e-05,
7.909,9.512492197e-05,
7.95,9.512492197e-05,
7.978,9.512492197e-05,
8.008,9.512492197e-05,
8.04,9.512492197e-05,
8.073,9.512492197e-05,
8.091,9.512492197e-05,
8.14,9.512492197e-05,
8.173,9.512492197e-05,
8.207,9.512492197e-05,
8.24,9.512492197e-05,
8.273,9.512492197e-05,
8.308,9.512492197e-05,
8.35,9.512492197e-05,
8.377,9.512492197e-05,
8.41,9.512492197e-05,
8.44,9.512492197e-05,
8.473,9.512492197e-05,
8.507,9.512492197e-05,
8.538,9.512492197e-05,
8.574,9.512492197e-05,
8.607,9.512492197e-05,
8.652,9.512492197e-05,
8.673,9.512492197e-05,
8.707,9.512492197e-05,
8.741,9.512492197e-05,
8.772,9.512492197e-05,
8.809,9.512492197e-05,
8.844,9.512492197e-05,
8.878,9.512492197e-05,
8.907,9.512492197e-05,
8.949,9.512492197e-05,
8.986,9.512492197e-05,
9.012,9.512492197e-05,
9.042,9.512492197e-05,
9.075,9.512492197e-05,
9.109,9.512492197e-05,
9.147,9.512492197e-05,
9.173,9.512492197e-05,
9.207,9.512492197e-05,
9.24,9.512492197e-05,
9.271,9.512492197e-05,
9.308,9.512492197e-05,
9.343,9.512492197e-05,
9.38,9.512492197e-05,
9.408,9.512492197e-05,
9.444,9.512492197e-05,
9.481,9.512492197e-05,
9.508,9.512492197e-05,
9.545,9.512492197e-05,
9.576,9.512492197e-05,
9.61,9.512492197e-05,
9.64,9.512492197e-05,
9.674,9.512492197e-05,
9.71,9.512492197e-05,
9.74,9.512492197e-05,
9.772,9.512492197e-05,
9.806,9.512492197e-05,
9.84,9.512492197e-05,
9.875,9.512492197e-05,
9.923,9.512492197e-05,
9.945,9.512492197e-05,
9.976,9.512492197e-05,
10.009,9.512492197e-05,
10.04,9.512492197e-05,
10.074,9.512492197e-05,
10.108,9.512492197e-05,
10.14,9.512492197e-05,
10.173,9.512492197e-05,
10.206,9.512492197e-05,
10.242,9.512492197e-05,
10.278,9.512492197e-05,
10.306,9.512492197e-05,
10.342,9.512492197e-05,
10.377,9.512492197e-05,
10.408,9.512492197e-05,
10.439,9.512492197e-05,
10.473,9.512492197e-05,
10.507,9.512492197e-05,
10.54,9.512492197e-05,
10.574,9.512492197e-05,
10.608,9.512492197e-05,
10.641,9.512492197e-05,
10.675,9.512492197e-05,
10.711,9.512492197e-05,
10.74,9.512492197e-05,
10.777,9.512492197e-05,
10.807,9.512492197e-05,
10.841,9.512492197e-05,
10.893,9.512492197e-05,
10.907,9.512492197e-05,
10.94,9.512492197e-05,
10.973,9.512492197e-05,
11.007,9.512492197e-05,
11.041,9.512492197e-05,
11.074,9.512492197e-05,
11.108,9.512492197e-05,
11.144,9.512492197e-05,
11.173,9.512492197e-05,
11.207,9.512492197e-05,
11.243,9.512492197e-05,
11.273,9.512492197e-05,
11.306,9.512492197e-05,
11.342,9.512492197e-05,
11.373,9.512492197e-05,
11.408,9.512492197e-05,
11.44,9.512492197e-05,
11.475,9.512492197e-05,
11.509,9.512492197e-05,
11.539,9.512492197e-05,
11.573,9.512492197e-05,
11.608,9.512492197e-05,
11.641,9.512492197e-05,
11.674,9.512492197e-05,
11.707,9.512492197e-05,
11.739,9.512492197e-05,
11.773,9.512492197e-05,
11.805,9.512492197e-05,
11.841,9.512492197e-05,
11.873,9.512492197e-05,
11.907,9.512492197e-05,
11.941,9.512492197e-05,
11.973,9.512492197e-05,
12.007,9.512492197e-05,
12.04,9.512492197e-05,
12.073,9.512492197e-05,
12.107,9.512492197e-05,
12.14,9.512492197e-05,
12.173,9.512492197e-05,
12.207,9.512492197e-05,
12.24,9.512492197e-05,
12.273,9.512492197e-05,
12.306,9.512492197e-05,
12.341,9.512492197e-05,
12.373,9.512492197e-05,
12.408,9.512492197e-05,
12.442,9.512492197e-05,
12.473,9.512492197e-05,
12.51,9.512492197e-05,
12.542,9.512492197e-05,
12.573,9.512492197e-05,
12.608,9.512492197e-05,
12.64,9.512492197e-05,
12.672,9.512492197e-05,
12.707,9.512492197e-05,
12.74,9.512492197e-05,
12.774,9.512492197e-05,
12.805,9.512492197e-05,
12.841,9.512492197e-05,
12.874,9.512492197e-05,
12.906,9.512492197e-05,
12.942,9.512492197e-05,
12.977,9.512492197e-05,
13.007,9.512492197e-05,
13.042,9.512492197e-05,
13.073,9.512492197e-05,
13.114,9.512492197e-05,
13.14,9.512492197e-05,
13.173,9.512492197e-05,
13.208,9.512492197e-05,
13.241,9.512492197e-05,
13.27,9.512492197e-05,
13.31,9.512492197e-05,
13.341,9.512492197e-05,
13.373,9.512492197e-05,
13.405,9.512492197e-05,
13.44,9.512492197e-05,
13.473,9.512492197e-05,
13.507,9.512492197e-05,
13.54,9.512492197e-05,
13.57,9.512492197e-05,
13.607,9.512492197e-05,
13.64,9.512492197e-05,
13.673,9.512492197e-05,
13.709,9.512492197e-05,
13.746,9.512492197e-05,
13.775,9.512492197e-05,
13.807,9.512492197e-05,
13.841,9.512492197e-05,
13.874,9.512492197e-05,
13.908,9.512492197e-05,
13.939,9.512492197e-05,
13.974,9.512492197e-05,
14.008,9.512492197e-05,
14.039,9.512492197e-05,
14.073,9.512492197e-05,
14.107,9.512492197e-05,
14.141,9.512492197e-05,
14.173,9.512492197e-05,
14.209,9.512492197e-05,
14.241,9.512492197e-05,
14.273,9.512492197e-05,
14.308,9.512492197e-05,
14.341,9.512492197e-05,
14.376,9.512492197e-05,
14.407,9.512492197e-05,
14.441,9.512492197e-05,
14.479,9.512492197e-05,
14.511,9.512492197e-05,
14.541,9.512492197e-05,
14.585,9.512492197e-05,
14.609,9.512492197e-05,
14.641,9.512492197e-05,
14.673,9.512492197e-05,
14.707,9.512492197e-05,
14.738,9.512492197e-05,
14.772,9.512492197e-05,
14.808,9.512492197e-05,
14.84,9.512492197e-05,
14.873,9.512492197e-05,
14.907,9.512492197e-05,
14.942,9.512492197e-05,
14.984,9.512492197e-05,
15.033,9.512492197e-05,
15.04,9.512492197e-05,
15.075,9.512492197e-05,
15.104,9.512492197e-05,
15.149,9.512492197e-05,
15.172,9.512492197e-05,
15.211,9.512492197e-05,
15.24,9.512492197e-05,
15.273,9.512492197e-05,
15.307,9.512492197e-05,
15.339,9.512492197e-05,
15.373,9.512492197e-05,
15.407,9.512492197e-05,
15.44,9.512492197e-05,
15.473,9.512492197e-05,
15.508,9.512492197e-05,
15.538,9.512492197e-05,
15.577,9.512492197e-05,
15.607,9.512492197e-05,
15.64,9.512492197e-05,
15.673,9.512492197e-05,
15.707,9.512492197e-05,
15.74,9.512492197e-05,
15.773,9.512492197e-05,
15.806,9.512492197e-05,
15.841,9.512492197e-05,
15.875,9.512492197e-05,
15.908,9.512492197e-05,
15.94,9.512492197e-05,
15.973,9.512492197e-05,
16.007,9.512492197e-05,
16.044,9.512492197e-05,
16.073,9.512492197e-05,
16.114,9.512492197e-05,
16.141,9.512492197e-05,
16.177,9.512492197e-05,
16.21,9.512492197e-05,
16.245,9.512492197e-05,
16.293,9.512492197e-05,
16.32,9.512492197e-05,
16.348,9.512492197e-05,
16.375,9.512492197e-05,
16.407,9.512492197e-05,
16.441,9.512492197e-05,
16.474,9.512492197e-05,
16.508,9.512492197e-05,
16.54,9.512492197e-05,
16.573,9.512492197e-05,
16.607,9.512492197e-05,
16.64,9.512492197e-05,
16.681,9.512492197e-05,
16.709,9.512492197e-05,
16.74,9.512492197e-05,
16.774,9.512492197e-05,
16.809,9.512492197e-05,
16.842,9.512492197e-05,
16.879,9.512492197e-05,
16.906,9.512492197e-05,
16.939,9.512492197e-05,
16.973,9.512492197e-05,
17.008,9.512492197e-05,
17.041,9.512492197e-05,
17.075,9.512492197e-05,
17.108,9.512492197e-05,
17.143,9.512492197e-05,
17.174,9.512492197e-05,
17.208,9.512492197e-05,
17.24,9.512492197e-05,
17.274,9.512492197e-05,
17.307,9.512492197e-05,
17.341,9.512492197e-05,
17.382,9.512492197e-05,
17.411,9.512492197e-05,
17.443,9.512492197e-05,
17.473,9.512492197e-05,
17.507,9.512492197e-05,
17.54,9.512492197e-05,
17.571,9.512492197e-05,
17.608,9.512492197e-05,
17.64,9.512492197e-05,
17.674,9.512492197e-05,
17.705,9.512492197e-05,
17.741,9.512492197e-05,
17.773,9.512492197e-05,
17.807,9.512492197e-05,
17.84,9.512492197e-05,
17.872,9.512492197e-05,
17.927,9.512492197e-05,
17.947,9.512492197e-05,
17.972,9.512492197e-05,
18.009,9.512492197e-05,
18.04,9.512492197e-05,
18.073,9.512492197e-05,
18.108,9.512492197e-05,
18.14,9.512492197e-05,
18.173,9.512492197e-05,
18.207,9.512492197e-05,
18.24,9.512492197e-05,
18.274,9.512492197e-05,
18.311,9.512492197e-05,
18.342,9.512492197e-05,
18.373,9.512492197e-05,
18.406,9.512492197e-05,
18.441,9.512492197e-05,
18.472,9.512492197e-05,
18.508,9.512492197e-05,
18.541,9.512492197e-05,
18.574,9.512492197e-05,
18.606,9.512492197e-05,
18.641,9.512492197e-05,
18.674,9.512492197e-05,
18.711,9.512492197e-05,
18.741,9.512492197e-05,
18.773,9.512492197e-05,
18.807,9.512492197e-05,
18.839,9.512492197e-05,
18.873,9.512492197e-05,
18.906,9.512492197e-05,
18.94,9.512492197e-05,
18.974,9.512492197e-05,
19.007,9.512492197e-05,
19.04,9.512492197e-05,
19.073,9.512492197e-05,
19.108,9.512492197e-05,
19.141,9.512492197e-05,
19.176,9.512492197e-05,
19.208,9.512492197e-05,
19.243,9.512492197e-05,
19.277,9.512492197e-05,
19.307,9.512492197e-05,
19.341,9.512492197e-05,
19.373,9.512492197e-05,
19.407,9.512492197e-05,
19.441,9.512492197e-05,
19.473,9.512492197e-05,
19.506,9.512492197e-05,
19.541,9.512492197e-05,
19.574,9.512492197e-05,
19.607,9.512492197e-05,
19.64,9.512492197e-05,
19.671,9.512492197e-05,
19.708,9.512492197e-05,
19.743,9.512492197e-05,
19.777,9.512492197e-05,
19.816,9.512492197e-05,
19.85,9.512492197e-05,
19.879,9.512492197e-05,
19.911,9.512492197e-05,
19.941,9.512492197e-05,
19.972,9.512492197e-05,
20.007,9.512492197e-05,
20.04,9.512492197e-05,
20.073,9.512492197e-05,
20.106,9.512492197e-05,
20.14,9.512492197e-05,
20.172,9.512492197e-05,
20.207,9.512492197e-05,
20.24,9.512492197e-05,
20.272,9.512492197e-05,
20.307,9.512492197e-05,
20.341,9.512492197e-05,
20.376,9.512492197e-05,
20.409,9.512492197e-05,
20.443,9.512492197e-05,
20.476,9.512492197e-05,
20.507,9.512492197e-05,
20.541,9.512492197e-05,
20.569,9.512492197e-05,
20.608,9.512492197e-05,
20.641,9.512492197e-05,
20.681,9.512492197e-05,
20.713,9.512492197e-05,
20.749,9.512492197e-05,
20.781,9.512492197e-05,
20.812,9.512492197e-05,
20.84,9.512492197e-05,
20.874,9.512492197e-05,
20.906,9.512492197e-05,
20.941,9.512492197e-05,
20.975,9.512492197e-05,
21.008,9.512492197e-05,
21.04,9.512492197e-05,
21.074,9.512492197e-05,
21.107,9.512492197e-05,
21.14,9.512492197e-05,
21.174,9.512492197e-05,
21.207,9.512492197e-05,
21.24,9.512492197e-05,
21.273,9.512492197e-05,
21.308,9.512492197e-05,
21.34,9.512492197e-05,
21.372,9.512492197e-05,
21.409,9.512492197e-05,
21.443,9.512492197e-05,
21.474,9.512492197e-05,
21.511,9.512492197e-05,
21.547,9.512492197e-05,
21.576,9.512492197e-05,
21.608,9.512492197e-05,
21.641,9.512492197e-05,
21.675,9.512492197e-05,
21.707,9.512492197e-05,
21.742,9.512492197e-05,
21.773,9.512492197e-05,
21.808,9.512492197e-05,
21.841,9.512492197e-05,
21.876,9.512492197e-05,
21.907,9.512492197e-05,
21.94,9.512492197e-05,
21.973,9.512492197e-05,
22.008,9.512492197e-05,
22.04,9.512492197e-05,
22.072,9.512492197e-05,
22.105,9.512492197e-05,
22.14,9.512492197e-05,
22.173,9.512492197e-05,
22.208,9.512492197e-05,
22.247,9.512492197e-05,
22.277,9.512492197e-05,
22.31,9.512492197e-05,
22.342,9.512492197e-05,
22.373,9.512492197e-05,
22.407,9.512492197e-05,
22.441,9.512492197e-05,
22.471,9.512492197e-05,
22.507,9.512492197e-05,
22.54,9.512492197e-05,
22.575,9.512492197e-05,
22.607,9.512492197e-05,
22.641,9.512492197e-05,
22.673,9.512492197e-05,
22.707,9.512492197e-05,
22.743,9.512492197e-05,
22.78,9.512492197e-05,
22.807,9.512492197e-05,
22.84,9.512492197e-05,
22.874,9.512492197e-05,
22.915,9.512492197e-05,
22.94,9.512492197e-05,
22.983,9.512492197e-05,
23.013,9.512492197e-05,
23.04,9.512492197e-05,
23.075,9.512492197e-05,
23.11,9.512492197e-05,
23.143,9.512492197e-05,
23.176,9.512492197e-05,
23.21,9.512492197e-05,
23.24,9.512492197e-05,
23.273,9.512492197e-05,
23.308,9.512492197e-05,
23.341,9.512492197e-05,
23.373,9.512492197e-05,
23.407,9.512492197e-05,
23.442,9.512492197e-05,
23.473,9.512492197e-05,
23.508,9.512492197e-05,
23.539,9.512492197e-05,
23.573,9.512492197e-05,
23.609,9.512492197e-05,
23.64,9.512492197e-05,
23.676,9.512492197e-05,
23.707,9.512492197e-05,
23.735,9.512492197e-05,
23.772,9.512492197e-05,
23.807,9.512492197e-05,
23.84,9.512492197e-05,
23.873,9.512492197e-05,
23.907,9.512492197e-05,
23.941,9.512492197e-05,
23.974,9.512492197e-05,
24.007,9.512492197e-05,
24.04,9.512492197e-05,
24.073,9.512492197e-05,
24.107,9.512492197e-05,
24.14,9.512492197e-05,
24.174,9.512492197e-05,
24.207,9.512492197e-05,
24.24,9.512492197e-05,
24.273,9.512492197e-05,
24.307,9.512492197e-05,
24.341,9.512492197e-05,
24.373,9.512492197e-05,
24.407,9.512492197e-05,
24.444,9.512492197e-05,
24.482,9.512492197e-05,
24.523,9.512492197e-05,
24.545,9.512492197e-05,
24.582,9.512492197e-05,
24.617,9.512492197e-05,
24.643,9.512492197e-05,
24.674,9.512492197e-05,
24.716,9.512492197e-05,
24.746,9.512492197e-05,
24.778,9.512492197e-05,
24.807,9.512492197e-05,
24.857,9.512492197e-05,
24.88,9.512492197e-05,
24.911,9.512492197e-05,
24.943,9.512492197e-05,
24.973,9.512492197e-05,
25.01,9.512492197e-05,
25.045,9.512492197e-05,
25.076,9.512492197e-05,
25.118,9.512492197e-05,
25.162,9.512492197e-05,
25.177,9.512492197e-05,
25.208,9.512492197e-05,
25.245,9.512492197e-05,
25.273,9.512492197e-05,
25.31,9.512492197e-05,
25.34,9.512492197e-05,
25.374,9.512492197e-05,
25.407,9.512492197e-05,
25.448,9.512492197e-05,
25.475,9.512492197e-05,
25.507,9.512492197e-05,
25.542,9.512492197e-05,
25.574,9.512492197e-05,
25.608,9.512492197e-05,
25.643,9.512492197e-05,
25.672,9.512492197e-05,
25.708,9.512492197e-05,
25.744,9.512492197e-05,
25.772,9.512492197e-05,
25.807,9.512492197e-05,
25.842,9.512492197e-05,
25.874,9.512492197e-05,
25.907,9.512492197e-05,
25.94,9.512492197e-05,
25.974,9.512492197e-05,
26.008,9.512492197e-05,
26.04,9.512492197e-05,
26.072,9.512492197e-05,
26.106,9.512492197e-05,
26.156,9.512492197e-05,
26.182,9.512492197e-05,
26.209,9.512492197e-05,
26.24,9.512492197e-05,
26.273,9.512492197e-05,
26.307,9.512492197e-05,
26.338,9.512492197e-05,
26.373,9.512492197e-05,
26.408,9.512492197e-05,
26.447,9.512492197e-05,
26.473,9.512492197e-05,
26.508,9.512492197e-05,
26.55,9.512492197e-05,
26.575,9.512492197e-05,
26.606,9.512492197e-05,
26.646,9.512492197e-05,
26.684,9.512492197e-05,
26.711,9.512492197e-05,
26.744,9.512492197e-05,
26.774,9.512492197e-05,
26.807,9.512492197e-05,
26.838,9.512492197e-05,
26.874,9.512492197e-05,
26.909,9.512492197e-05,
26.942,9.512492197e-05,
26.973,9.512492197e-05,
27.008,9.512492197e-05,
27.041,9.512492197e-05,
27.073,9.512492197e-05,
27.107,9.512492197e-05,
27.14,9.512492197e-05,
27.174,9.512492197e-05,
27.207,9.512492197e-05,
27.241,9.512492197e-05,
27.283,9.512492197e-05,
27.31,9.512492197e-05,
27.34,9.512492197e-05,
27.375,9.512492197e-05,
27.408,9.512492197e-05,
27.454,9.512492197e-05,
27.475,9.512492197e-05,
27.507,9.512492197e-05,
27.541,9.512492197e-05,
27.575,9.512492197e-05,
27.604,9.512492197e-05,
27.641,9.512492197e-05,
27.675,9.512492197e-05,
27.708,9.512492197e-05,
27.739,9.512492197e-05,
27.772,9.512492197e-05,
27.807,9.512492197e-05,
27.844,9.512492197e-05,
27.873,9.512492197e-05,
27.908,9.512492197e-05,
27.943,9.512492197e-05,
27.973,9.512492197e-05,
28.008,9.512492197e-05,
28.041,9.512492197e-05,
28.073,9.512492197e-05,
28.109,9.512492197e-05,
28.14,9.512492197e-05,
28.173,9.512492197e-05,
28.207,9.512492197e-05,
28.24,9.512492197e-05,
28.273,9.512492197e-05,
28.305,9.512492197e-05,
28.34,9.512492197e-05,
28.374,9.512492197e-05,
28.407,9.512492197e-05,
28.441,9.512492197e-05,
28.497,9.512492197e-05,
28.515,9.512492197e-05,
28.543,9.512492197e-05,
28.574,9.512492197e-05,
28.607,9.512492197e-05,
28.64,9.512492197e-05,
28.673,9.512492197e-05,
28.705,9.512492197e-05,
28.741,9.512492197e-05,
28.769,9.512492197e-05,
28.807,9.512492197e-05,
28.838,9.512492197e-05,
28.875,9.512492197e-05,
28.907,9.512492197e-05,
28.942,9.512492197e-05,
28.973,9.512492197e-05,
29.007,9.512492197e-05,
29.04,9.512492197e-05,
29.072,9.512492197e-05,
29.107,9.512492197e-05,
29.141,9.512492197e-05,
29.175,9.512492197e-05,
29.207,9.512492197e-05,
29.24,9.512492197e-05,
29.273,9.512492197e-05,
29.308,9.512492197e-05,
29.34,9.512492197e-05,
29.38,9.512492197e-05,
29.41,9.512492197e-05,
29.441,9.512492197e-05,
29.473,9.512492197e-05,
29.507,9.512492197e-05,
29.54,9.512492197e-05,
29.572,9.512492197e-05,
29.607,9.512492197e-05,
29.64,9.512492197e-05,
29.672,9.512492197e-05,
29.707,9.512492197e-05,
29.741,9.512492197e-05,
29.773,9.512492197e-05,
29.807,9.512492197e-05,
29.842,9.512492197e-05,
29.873,9.512492197e-05,
29.907,9.512492197e-05,
29.94,9.512492197e-05,
29.973,9.512492197e-05,
30.011,9.512492197e-05,
30.048,9.512492197e-05,
30.083,9.512492197e-05,
30.107,9.512492197e-05,
30.14,9.512492197e-05,
30.172,9.512492197e-05,
30.207,9.512492197e-05,
30.24,9.512492197e-05,
30.272,9.512492197e-05,
30.307,9.512492197e-05,
30.341,9.512492197e-05,
30.377,9.512492197e-05,
30.412,9.512492197e-05,
30.442,9.512492197e-05,
30.486,9.512492197e-05,
30.517,9.512492197e-05,
30.54,9.512492197e-05,
30.573,9.512492197e-05,
30.608,9.512492197e-05,
30.639,9.512492197e-05,
30.673,9.512492197e-05,
30.707,9.512492197e-05,
30.74,9.512492197e-05,
30.773,9.512492197e-05,
30.808,9.512492197e-05,
30.843,9.512492197e-05,
30.874,9.512492197e-05,
30.91,9.512492197e-05,
30.94,9.512492197e-05,
30.976,9.512492197e-05,
31.01,9.512492197e-05,
31.041,9.512492197e-05,
31.074,9.512492197e-05,
31.109,9.512492197e-05,
31.141,9.512492197e-05,
31.175,9.512492197e-05,
31.207,9.512492197e-05,
31.241,9.512492197e-05,
31.274,9.512492197e-05,
31.308,9.512492197e-05,
31.342,9.512492197e-05,
31.375,9.512492197e-05,
31.409,9.512492197e-05,
31.443,9.512492197e-05,
31.472,9.512492197e-05,
31.503,9.512492197e-05,
31.54,9.512492197e-05,
31.573,9.512492197e-05,
31.607,9.512492197e-05,
31.64,9.512492197e-05,
31.675,9.512492197e-05,
31.707,9.512492197e-05,
31.734,9.512492197e-05,
31.772,9.512492197e-05,
31.807,9.512492197e-05,
31.84,9.512492197e-05,
31.872,9.512492197e-05,
31.907,9.512492197e-05,
31.942,9.512492197e-05,
31.982,9.512492197e-05,
32.018,9.512492197e-05,
32.04,9.512492197e-05,
32.077,9.512492197e-05,
32.107,9.512492197e-05,
32.141,9.512492197e-05,
32.172,9.512492197e-05,
32.213,9.512492197e-05,
32.245,9.512492197e-05,
32.274,9.512492197e-05,
32.31,9.512492197e-05,
32.347,9.512492197e-05,
32.373,9.512492197e-05,
32.407,9.512492197e-05,
32.439,9.512492197e-05,
32.472,9.512492197e-05,
32.504,9.512492197e-05,
32.54,9.512492197e-05,
32.573,9.512492197e-05,
32.607,9.512492197e-05,
32.641,9.512492197e-05,
32.678,9.512492197e-05,
32.708,9.512492197e-05,
32.74,9.512492197e-05,
32.773,9.512492197e-05,
32.806,9.512492197e-05,
32.84,9.512492197e-05,
32.873,9.512492197e-05,
32.905,9.512492197e-05,
32.945,9.512492197e-05,
32.982,9.512492197e-05,
33.012,9.512492197e-05,
33.045,9.512492197e-05,
33.109,9.512492197e-05,
33.109,9.512492197e-05,
33.14,9.512492197e-05,
33.173,9.512492197e-05,
33.208,9.512492197e-05,
33.239,9.512492197e-05,
33.273,9.512492197e-05,
33.311,9.512492197e-05,
33.345,9.512492197e-05,
33.373,9.512492197e-05,
33.407,9.512492197e-05,
33.44,9.512492197e-05,
33.473,9.512492197e-05,
33.507,9.512492197e-05,
33.541,9.512492197e-05,
33.574,9.512492197e-05,
